AGUNA,(Hebrew) a woman whose husband has abandoned her but fails to provide an official divorcealso AGUNAH [n AGUNOT
AGUTI,a burrowing South American rodentalso AGOUTI
AHEAD,further on [adv]
AHEAP,(obsolete) in a heap; huddled together [adv]
AHENT,(dialect) behindalso AHINT
AHIGH,(obsolete) on high [adv]
AHIND,(dialect) behindalso AHINT
AHING,AHto say ah [v]
AHINT,(dialect) behindalso AHENT
AHOLD,(obsolete) near the wind; asto lay a ship ahold
AHULL,with sails furledand helm lashed to the lee side [adv]
AHURU,(Maori) a small pink cod of SW Pacific watersalso AHURUHURU [n -S]
AIDAS,AIDAa finely-meshed cotton fabric used for cross-stitch embroidery [n]
AIDED,AIDto help [v]
AIDER,one who aids [n -S]
AIDES,AIDE(French) a confidential assistant to a person of senior rank [n]
AIDOI,AIDOS(Greek) shame
AIDOS,(Greek) shamemodesty [n AIDOI]
AIERY,the nest of a bird of preyalso EYRIE
AIGAS,AIGA(Samoan) a large family
AIGHT,an informal or dialect word for all right [interj]
AILED,AILto be indisposed [v]
AIMED,AIMto direct a course [v]
AIMER,one who aims [n -S]
AINEE,(French) (of a female) eldersenior [adj]
AINGA,(Samoan) a large familyoften spanning several generations
AIOLI,(French) a garlic-flavoured mayonnaise [n -S]
AIRED,AIRto make known publicly [v]
AIRER,a frame on which to dry clothes [n -S]
AIRNS,AIRNto iron [v]
AIRTH,(Scots) to guidealso AIRT [v -ED
AIRTS,AIRTto direct
AISLE,a passage between seats [n -S]
AITCH,the letter H [n -ES]
AITUS,AITUa Polynesian demigod [n]
AIVER,(Scots) a draft horse [n -S]
AIYEE,an interjection used to express great alarm [interj]
AIZLE,(Scots) hot ashesalso EASLE [n -S]
AJIES,AJI(Spanish) a spicy pepper [n]
AJIVA,(Sanskrit) inanimate matter [n -S]
AJUGA,(Latin) a genus of plantsincluding bugle [n -S]
AJWAN,the fruit of an Egyptian plant of the caraway genusalso AJOWAN [n -S]
AKEES,AKEE(Kru) a small African sapindaceous tree; its edible fruit
AKELA,a leader of a cub scout pack [n -S]
AKENE,a dry one-seeded fruitalso ACHENE [n -S]
AKING,AKEto endure a dull lasting pain
AKITA,(Japanese) a large powerfully built breed of Japanese dog [n -S]
AKKAS,(slang) moneyalso ACKERS [n]
ALAAP,(Sanskrit) in Indian musicthe introductory section of a raga
ALACK,(archaic) an interjection expressing grief [interj]
ALAMO,(Spanish) a kind of poplar tree [n -S]
ALAND,a large hunting dogalso ALAN
ALANE,(dialect) alone [adj]
ALANG,(Malay) a coarse grass of the Malay peninsulaalso LALANG [n -S]
ALANS,ALANa large hunting dog
ALANT,a large hunting dogalso ALAN
ALAPA,(Sanskrit) in Indian musicthe introductory section of a raga
ALAPS,ALAP(Sanskrit) in Indian music
ALARM,to strike with fear [v -ED-ING
ALARY,of or pertaining to the wing or shoulderalso ALAR [adj]
ALATE,having wingsalso ALATED [adj] / a winged insect [n -S]
ALAYS,ALAYto quell
ALBAS,ALBAthe white substance of the brain [n]
ALBEE,(archaic) albeitalso ALBE
ALBUM,a book for storing photographs and stamps [n -S]
ALCID,a diving sea birdan auk [n -S]
ALCOS,ALCO(Australian slang) a heavy drinker or alcoholic
ALDEA,(Spanish) a small village or a farm in PortugalSpain
ALDER,any tree of the genus Alnusrelated to the birches [n -S]
ALDOL,a chemical compound used as a solvent and also as a sedative [n -S]
ALECK,an irritatingly smart person [n -S]
ALECS,ALECa herring [n]
ALEFS,ALEF(Hebrew) the first letter of the Hebrew alphabet
ALEFT,(archaic) on or to the left [adv]
ALEPH,(Hebrew) the first letter of the Hebrew alphabetalso ALEF [n -S]
ALERT,ready for sudden action [adj ALERTERALERTEST
ALEWS,ALEW(Spenser) a greeting cry
ALEYE,to quellalso ALLAY
ALFAS,ALFA(Arabic) a North African esparto grass
ALGAE,ALGA(Latin) a seaweed [n]
ALGAL,of or like algaany member of the algae
ALGAS,ALGA(Latin) a seaweed [n]
ALGID,cold or chillesp. applied to a cold fit in disease [adj]
ALGIN,sodium alginatea gummy nitrogenous organic compound obtained from seaweeds [n -S]
ALGOR,coldness; a shivering fitesp. that experienced at the onset of a fever [n -S]
ALGUM,(Hebrew) a wood imported into ancient Palestineprobably red sandalwood
ALIAS,(Latin) an assumed name [n -ES] / to assume an alternative name [v ALIASEDALIASING
ALIBI,the plea in a criminal charge of having been elsewhere at the relevant time [n -S] / to give an alibi to [v ALIBIEDALIBIING
ALIEN,foreign [adj ALIENLY] / to alienate [v -ED-ING
ALIFS,ALIF(Arabic) an Arabic letter [n]
ALIGN,to arrange in line [v -ED-ING
ALIKE,having close resemblance [adj]
ALINE,to arrange in a straight line [v ALINEDALINING
ALIST,leaning to one side [adj]
ALIVE,living [adj]
ALIYA,(Hebrew) the immigration of Jews to Israelalso ALIYAH [n ALIYAS or ALIYOS or ALIYOT or ALIYOTH]
ALKIE,an alcoholicalso ALKY [n -S]
ALKOS,ALKO(Australian slang) a heavy drinker or alcoholic
ALKYD,any of a group of synthetic resins [n -S]
ALKYL,any radical derived from an alkane by removal of a hydrogen atom [n -S]
ALLAY,to reduce in intensity or severityalso ALAY
ALLEE,(French) an avenuewalk or garden path [n -S]
ALLEL,(short for) allelomorphany one of the two or more possible forms of a gene
ALLEY,a narrow passagewayalso ALLEYWAY [n -S]
ALLIS,a fish of the shad familyalso ALLICE [n -ES]
ALLOD,an estate held in absolute ownership [n -S]
ALLOT,to give as a share or portion [v ALLOTTEDALLOTTING
ALLOW,to put no obstacle in the way of [v -ED-ING
ALLOY,to combine a mixture of metals [v -ED-ING
ALLYL,an organic radical existing esp. in oils of garlic and mustard [n -S]
ALMAH,(Arabic) an Egyptian girl who sings and dances professionallyalso ALMA
ALMAS,ALMA(Arabic) an Egyptian girl who sings and dances professionally
ALMEH,(Arabic) an Egyptian girl who sings and dances professionallyalso ALMA
ALMES,ALME(Arabic) an Egyptian girl who sings and dances professionally
ALMUD,a Spanish unit of capacityalso ALMUDE [n -S]
ALMUG,(Hebrew) a precious wood mentioned in the Bible [n -S]
ALODS,ALODan estate held in absolute ownership
ALOED,planted or flavoured with aloes [adj]
ALOES,ALOEany member of the genus Aloe
ALOFT,on high [adv]
ALOHA,(Hawaiian) a greeting or farewell [n -S]
ALOIN,a kind of laxative [n -S]
ALONE,solitaryapart from others [adj ALONELY]
ALONG,onward [adv]
ALOOF,distant in interest or feeling [adj ALOOFLY]
ALOOS,ALOO(Hindi) a potato
ALOUD,audibly [adv]
ALOWE,(Scots) ablaze [adv]
ALPHA,(Greek) a Greek letter [n -S]
ALTAR,a raised structure used in worship [n -S]
ALTER,to make different [v -ED-ING
ALTHO,although [conj]
ALTOS,ALTO(Italian) a low female singing voice [n]
ALULA,(Latin) one of three feathers springing from the base of the primaries [n ALULAE or ALULAS]
ALUMS,ALUMa sulphate of ammonium and potassium
ALURE,(obsolete) a walk behind battlements; a gallery [n -S]
ALVAR,(Swedish) an area of exposed limestone [n -S]
ALWAY,(archaic) always [adv]
AMAHS,AMAH(Portuguese) a native maidservant or child's nurse
AMAIN,(archaic) to a high degree; exceedingly [adv]
AMASS,to accumulate [v -ED-ING
AMATE,(archaic) to dismaydaunt [v AMATED
AMAUT,(Inuit) a hood on a woman's parka for carrying a childalso AMAUTI
AMAZE,to overwhelm with astonishment [v AMAZEDAMAZING
AMBAN,(Chinese) a Chinese resident official in a dependency [n -S]
AMBER,a fossil resinused for ornaments etc. [n -S]
AMBIT,a circuitcompass
AMBLE,to saunter [v AMBLEDAMBLING
AMBOS,AMBOa pulpit in an early Christian church [n]
AMBRY,a cupboard for sacred vesselsalso ALMERY
AMEBA,(Greek) a one-celled animal of ever-changing shapealso AMOEBA [n AMEBAS or AMEBAE]
AMEER,(Arabic) an Eastern ruleralso AMIR
AMEND,to correctimprove [v -ED
AMENE,pleasantoffering amenity [adj]
AMENS,AMENto conclude prayerfully [v]
AMENT,a mentally deficient person [n -S]
AMIAS,AMIAa freshwater fish
AMICE,a furred hood with long ends hanging down in frontworn by certain religious orders
AMICI,AMICUS(Latin) a legal expert witness [n]
AMIDE,a compound formed by the union of amidogen with an acid element or radicalalso AMID [n -S]
AMIDO,containing an amide united with an acid radical [adj]
AMIDS,AMIDa compound formed by the union of amidogen with an acid element or radical
AMIES,AMIE(French) a (female) friend [n]
AMIGA,(Spanish) a (female) friend [n -S]
AMIGO,(Spanish) a (male) friend [n -S]
AMINE,a compound derived from ammoniaalso AMIN [n -S]
AMINO,a compound containing an amine with a nonacid radical [n -S]
AMINS,AMINa compound derived from ammonia
AMIRS,AMIR(Arabic) an Eastern ruler
AMISS,wronglyastray [adv] / an evil
AMITY,friendship [n AMITIES]
AMLAS,AMLAan East Indian tree [n]
AMMAN,(German) in GermanySwitzerland
AMMON,(Greek) the Asian wild sheepaka argali [n -S]
AMMOS,AMMO(short for) ammunition [n]
AMNIA,AMNION(Greek) the innermost membrane enveloping the embryo of reptiles
AMNIC,pertaining to the amnion [adj]
AMNIO,(short for) an amniocentesisa test of amniotic fluid for foetal abnormalities [n -S]
AMOKS,AMOK(Malay) a murderous frenzy
AMOLE,a plant root used as soap [n -S]
AMONG,in the midst ofalso EMONG
AMORT,(archaic) spiritlessdejected [adj]
AMOUR,(French) a love affair [n -S]
AMOVE,(obsolete) to stir upto rouse
AMOWT,(Inuit) a hood on a woman's parka for carrying a childalso AMAUT
AMPED,AMP(Australian slang) to excite [v]
AMPLE,plentiful [adj AMPLERAMPLEST
AMPLY,AMPLEplentiful [adv]
AMPUL,a small sealed glassalso AMPOULE
AMRIT,(Punjabi) a sacred sweetened water used in the Sikh baptismal ceremonyalso AMREETA
AMUCK,(Malay) a murderous frenzyalso AMOK [n -S]
AMUSE,to entertain [v AMUSEDAMUSING
AMYLS,AMYLan alcohol radical
ANANA,(French) a pineapplealso ANANAS [n -S]
ANATA,(Sanskrit) the Buddhist belief in the impermanence of selfalso ANATMAN [n -S]
ANCHO,a type of dried chili pepper [n -S]
ANCLE,(archaic) ankle [n -S]
ANCON,(Greek) the elbowalso ANCONE [n -ES]
ANDRO,a type of sex hormone [n -S]
ANEAR,(archaic) to draw near to [v -ED-ING
ANELE,to anoint with extreme unction [v ANELEDANELING
ANENT,(archaic) about; concerningalso ANENST [prep]
ANGAS,ANGA(Sanskrit) any of the eight practises of yoga [n]
ANGEL,to support financially [v -ED-ING
ANGER,wrath [adj ANGERLY] / to make angry [v -ED-ING
ANGLE,to with hook and line [v ANGLEDANGLING
ANGLO,a white inhabitant of the US not of Latin origin [n -S]
ANGRY,having anger [adj ANGRIERANGRIEST
ANGST,(German) a feeling of anxiety [n -S]
ANIGH,nigh [adv]
ANILE,old-womanish [adj]
ANILS,ANIL(Arabic) indigo
ANIMA,(Latin) the soulthe innermost part of the personality [n -S]
ANIME,(Tupi) the resin of the West Indian locust-treealso ANIMI [n -S]
ANIMI,(Tupi) the resin of the West Indian locust-treealso ANIME [n -S]
ANION,an ion with a negative electrical chargehaving gained one or more electrons [n -S]
ANISE,an annual Mediterranean plant of the carrot family [n -S]
ANKER,an old wine measure [n -S]
ANKHS,ANKH(Arabic) an Egyptian symbol of life
ANKLE,the joint connecting the foot and legalso ANCLE [n -S] / to walk [v ANKLED
ANKUS,(Hindi) an elephant goadalso ANKUSH [n -ES]
ANLAS,a short two-edged daggeralso ANELACE
ANNAL,a record of a single year [n -S]
ANNAS,ANNA(Hindi) a former coin of India [n]
ANNAT,(Scots) the half-year's stipend payable to a minister's wife on his deathalso ANN [n ANNATS or ANNATES]
ANNEX,to join or attach [v -ED-ING
ANNOY,to be troublesome to [v -ED-ING
ANNUL,to declare void [v ANNULLEDANNULLING
ANOAS,ANOAa wild ox of the Celebes [n]
ANODE,a positively charged electrode [n -S]
ANOLE,(Caribbean) a tropical lizard of the Americas [n -S]
ANOMY,(French) a condition of hopelessness caused or characterized by breakdown of rules of conduct and loss of belief and sense of purposealso ANOMIE [n ANOMIES]
ANSAE,ANSA(Latin) the projecting part of Saturn's rings [n]
ANTAE,ANTA(Latin) a square pilaster on each side of a doorway [n]
ANTAR,(Shakespeare) a cavealso ANTRE [n -S]
ANTAS,ANTA(Latin) a square pilaster on each side of a doorway [n]
ANTED,ANTEto put a fixed stake in the pot at poker [v]
ANTES,ANTEto put a fixed stake in the pot at poker [v]
ANTIC,quaintalso ANTICK [adj ANTICLY or ANTICALLY] / to act in a clownish manner [v ANTICKED
ANTIS,ANTIone who is opposed to anything [n]
ANTRA,ANTRUM(Latin) a cavity in a bone [n]
ANTRE,(Shakespeare) a cavealso ANTAR [n -S]
ANTSY,eagerexcited [adj ANTSIER
ANURA,frogs and toads [n]
ANVIL,an iron block on which metal can be hammered into shape [n -S] / to shape on a heavy iron block [v ANVILLED or ANVILEDANVILLING or ANVILING
ANYON,an elementary particle having properties intermediate between those of bosons and fermions [n -S]
AORTA,(Greek) the main blood vessel from the heart [n AORTAS or AORTAE]
APACE,in a state of haste [adv]
APAGE,(Greek) awaydepart
APAID,APAYto satisfy
APART,separate [adv]
APAYD,APAYto satisfy
APAYS,APAYto satisfy
APEAK,of an anchorin a vertical position
APEEK,of an anchorin a vertical position
APERS,APERone who mimics [n]
APERT,(archaic) openpublic [adj]
APERY,the act of aping [n APERIES]
APGAR,as in apgar scorea system for determining the condition of an infant at birth [adj]
APHID,a plant-lousea small homopterous insect that sucks plant juices
APHIS,a plant-lousea member of genus Aphis which includes greenfly
APIAN,relating to bees [adj]
APING,APEto mimic [v]
APIOL,an oily liquid derived from parsley [n -S]
APISH,like an ape [adj APISHLY]
APISM,the state of being like an ape [n -S]
APNEA,a temporary cessation of breathingalso APNOEA [n -S]
APODE,an animal without feet or finsalso APOD [n -S]
APODS,APODan animal without feet or fins
APOOP,on the poopastern [adv]
APORT,towards the left side of a ship [adv]
APPAL,to horrifyalso APPALL [v APPALLED
APPAY,to satisfyalso APAY [v APPAYD or APPAID
APPEL,(French) in fencinga stamp of the foot in a false attack
APPLE,the firm round edible fruit of the apple tree [n -S]
APPLY,to bring to bear [v APPLIEDAPPLYING
APPRO,(colloquial) approval [n -S]
APPUI,(French) to support militarilyalso APPUY [v APPUIED
APPUY,(French) to give military supportalso APPUI [v -ED
APRES,(French) after [prep]
APRON,a piece of clothleather
APSES,APSEa rounded extension at the end of a building
APSIS,(Latin) the point at which a heavenly body is most or least distant from the centre of attraction [n APSIDES]
APSOS,APSO(Tibetan) a Tibetan terrier [n]
APTED,APTto adapt [v]
APTER,APTsuited to [adj]
APTLY,APTsuited to [adv]
AQUAE,AQUA(Latin) water [n]
AQUAS,AQUA(Latin) water [n]
ARABA,(Arabic) a heavy screened wagon used by Tatars and othersalso ARBA
ARAKS,ARAK(Arabic) a strong alcoholic drink made from toddy
ARAME,(Japanese) a type of edible seaweedlooking like black bootlaces [n -S]
ARARS,ARARthe sandarac tree [n]
ARBAS,ARBA(Arabic) a heavy screened wagon used by Tatars and others
ARBOR,(Latin) a shady garden shelteralso ARBOUR [n ARBORS] / a tree [n ARBORS or ARBORES]
ARCED,ARCto make an electric discharge [v]
ARCHI,ARCO(Italian) the bow of a stringed instrument [n]
ARCOS,ARCO(Italian) the bow of a stringed instrument [n]
ARCUS,(Latin) a bow-shaped or ring-shaped fatty deposit found in the cornea [n -ES]
ARDEB,(Arabic) an Egyptian measure [n -S]
ARDOR,(US) passion of feelingalso ARDOUR [n -S]
ARDRI,(Irish) a title given to the High King of Irelandalso ARDRIGH [n -S]
AREAD,(Spenser) to counselalso AREDE
AREAE,AREA(Latin) a region [n]
AREAL,relating to an area [adj AREALLY]
AREAR,an unpaid and overdue debtalso ARREAR [n -S]
AREAS,AREA(Latin) a region [n]
ARECA,(Malay) a tree of the betelnut genus of palmsnative to SE Asia and the Indian subcontinent [n -S]
AREDD,AREAD(Spenser) to counsel
AREDE,(Spenser) to declarealso AREAD
AREFY,to dry up [v AREFIEDAREFYING
AREIC,of an area of the earth with little surface drainage [adj]
ARENA,(Latin) any sphere of action [n -S]
ARENE,an aromatic hydrocarbon [n -S]
AREPA,(Spanish) a usually grilled cornmeal cake served in Latin-American cuisine [n -S]
ARERE,(Spenser) backwardbehind
ARETE,(French) a sharp mountain ridge [n -S]
ARETS,ARET(Spenser) to entrust
ARETT,(obsolete) to entrustalso ARET [v -ED
ARGAL,a hard crust (generally reddish) formed on the sides of wine-vesselsalso ARGOL [n -S]
ARGAN,(Arabic) a Moroccan timber-tree; its oil-bearing seed [n -S]
ARGIL,a potter's clay [n -S]
ARGLE,to argue [v ARGLEDARGLING
ARGOL,a hard crust (generally reddish) formed on the sides of wine-vesselsalso ARGAL [n -S]
ARGON,an inert gaseous element [n -S]
ARGOT,(French) an often more or less secret vocabulary and idiom peculiar to a particular group [n -S]
ARGUE,to discuss with reasoning [v ARGUEDARGUING
ARGUS,(Greek) an East Indian pheasant with a long colourful tail with eyespots [n -ES]
ARHAT,(Sanskrit) a Buddhist who has attained nirvana [n -S]
ARIAS,ARIA(Italian) an accompanied vocal solo [n]
ARIEL,(Arabic) a kind of mountain gazelle native to Arabia [n -S]
ARIKI,(Maori) the firstborn male or female of a notable family [n -S]
ARILS,ARILan additional envelope
ARIOT,in riot [adv]
ARISE,to come up [v AROSEARISEN
ARISH,(dialect) a stubble fieldalso ARRISH [n -ES]
ARKED,ARKto put into an ark (a coffer) [v]
ARLED,ARLEto give earnest-money [v]
ARLES,ARLEto give earnest-money [v]
ARMED,ARMto supply with weapons [v]
ARMER,one who arms [n -S]
ARMET,a kind of medieval helmet [n -S]
ARMIL,a braceletalso ARMILLA [n -S]
ARMOR,(US) to dress with defensive coveringalso ARMOUR [v -ED
ARNAS,ARNA(Hindi) an Indian water-buffalo [n]
