ABJUNCTION,   the act of abjointingcutting off by forming a septum [n -S]
ABJURATION,   the act of abjuring [n -S]
ABLATIVELY,   ABLATIVEindicating direction from or time when [adv]
ABLUTOMANE,   one obsessed with washing [n -S]
ABNEGATING,   ABNEGATEto renounce or repudiate [v]
ABNEGATION,   an act of abnegating [n -S]
ABNEGATORS,   ABNEGATORone who abnegates
ABNORMALLY,   ABNORMALnot normal [adv]
ABODEMENTS,   ABODEMENT(obsolete) a foreboding; an evil omen [n]
ABOLISHERS,   ABOLISHERone who abolishes [n]
ABOLISHING,   ABOLISHto put an end to [v]
ABOLITIONS,   ABOLITIONthe act of doing away with [n]
ABOMINABLE,   hatefuldetestable
ABOMINABLY,   ABOMINABLEhateful
ABOMINATED,   ABOMINATEto loathe [v]
ABOMINATES,   ABOMINATEto loathe [v]
ABOMINATOR,   one who abominates [n -S]
ABONDANCES,   ABONDANCEa call in whist to make nine tricks
ABONNEMENT,   (French) a subscriptionas for a season ticket or newspaper [n -S]
ABORIGINAL,   indigenous [adj ABORIGINALLY] / an aborigine [n -S]
ABORIGINES,   ABORIGINEa member of the original (indigenous) population of a region
ABORTICIDE,   the killing of a fetus; abortion [n -S]
ABORTIONAL,   pertaining to abortion [adj]
ABORTIVELY,   ABORTIVEfailing to succeed [adv]
ABOVEBOARD,   in a straightforward manner [adj]
ABRANCHIAL,   lacking gillsalso ABRANCHIATE [adj]
ABRASIVELY,   ABRASIVEcapable of grinding away another material [adv]
ABREACTING,   ABREACTto resolve a neurosis by reviving forgotten or repressed ideas of the event first causing it [v]
ABREACTION,   the resolution of a neurosis by reviving forgotten or repressed ideas of the event first causing it [n -S]
ABREACTIVE,   relating to abreactionthe resolution of a neurosis by reviving forgotten or repressed ideas of the event first causing it [adj]
ABRIDGABLE,   that can abridgedalso ABRIDGEABLE [adj]
ABRIDGMENT,   the act of abridgingalso ABRIDGEMENT [n -S]
ABROGATING,   ABROGATEto repeal (a law
ABROGATION,   the act of abrogatingformally annulling [n -S]
ABROGATIVE,   relating to annulment [adj]
ABROGATORS,   ABROGATORone who abrogates
ABRUPTIONS,   ABRUPTIONa sudden
ABRUPTNESS,   the quality of being abrupt [n -ES]
ABSCESSING,   ABSCESSto form an abscess [v]
ABSCINDING,   ABSCINDto cut off [v]
ABSCISSINS,   ABSCISSINabscisic acid
ABSCISSION,   the act of cutting off [n -S]
ABSCONDERS,   ABSCONDERone who absconds [n]
ABSCONDING,   the act of departing suddenly and secretly [n -S]
ABSEILINGS,   ABSEILINGthe act or sport of descending on a rope [n]
ABSINTHISM,   a disease resembling alcoholism [n -S]
ABSOLUTELY,   ABSOLUTEunconditional
ABSOLUTEST,   ABSOLUTEunconditional
ABSOLUTION,   remission of sinsdeclared officially by a priest [n -S]
ABSOLUTISE,   to make absolutealso ABSOLUTIZE [v ABSOLUTISED
ABSOLUTISM,   the doctrine of government by a single absolute ruler [n -S]
ABSOLUTIST,   one who believes in absolutism [n -S]
ABSOLUTIVE,   a grammatical case [n -S]
ABSOLUTIZE,   to make absolute [v ABSOLUTIZEDABSOLUTIZING
ABSOLUTORY,   forgiving or absolving [adj]
ABSOLVABLE,   capable of being absolved [adj]
ABSOLVENTS,   ABSOLVENTsomething that absolves [n]
ABSOLVITOR,   in Scots lawa judgment favourable to a defender [n -S]
ABSORBABLE,   that can be absorbed [adj]
ABSORBANCE,   the ability of a substance to absorb radiation [n -S]
ABSORBANCY,   the state of being absorbentalso ABSORBENCY [n ABSORBANCIES]
ABSORBANTS,   ABSORBANTan absorbant substance
ABSORBATES,   ABSORBATEan absorbed substance [n]
ABSORBEDLY,   ABSORBEDABSORB
ABSORBENCY,   the state of being absorbentalso ABSORBANCY [n ABSORBENCIES]
ABSORBENTS,   ABSORBENTan absorbent substance
ABSORPTION,   the process of absorbing [n -S]
ABSORPTIVE,   capable of absorbing [adj]
ABSTAINERS,   ABSTAINERone who abstains [n]
ABSTAINING,   ABSTAINto refrain deliberately and often with an effort of self-denial from an action or practice [v]
ABSTEMIOUS,   sparingesp. in matters of eating and drinking [adj ABSTEMIOUSLY]
ABSTENTION,   the act of abstaining [n -S]
ABSTERGENT,   serving to cleansedetergent [adj] / an abstergent substance [n -S]
ABSTERGING,   ABSTERGEto cleanse by wiping [v]
ABSTERSION,   the act of wiping clean; a cleansing; a purging [n -S]
ABSTERSIVE,   serving to cleanse or purge [adj] / an abstersive substance [n -S]
ABSTINENCE,   voluntary forbearance esp. from indulgence of an appetitealso ABSTINENCY [n -S]
ABSTINENCY,   voluntary forbearance esp. from indulgence of an appetitealso ABSTINENCE [n ABSTINENCIES]
ABSTRACTED,   ABSTRACTto draw away [v]
ABSTRACTER,   one who abstracts or makes an abstract [n -S]
ABSTRACTLY,   ABSTRACTdifficult to understand [adv]
ABSTRACTOR,   one who abstractsalso ABSTRACTER [n -S]
ABSTRICTED,   ABSTRICTto set free spores etc. by constriction of the stalk [v]
ABSTRUSELY,   ABSTRUSEdifficult to understand [adv]
ABSTRUSEST,   ABSTRUSEdifficult to understand [adj]
ABSTRUSITY,   the state of being abstruse [n ABSTRUSITIES]
ABSURDISMS,   ABSURDISMthe doctrine that we live in an irrational universe [n]
ABSURDISTS,   ABSURDISTa person holding the doctrine of absurdism [n]
ABSURDNESS,   the state of being absurd [n -ES]
ABUNDANCES,   ABUNDANCEthe state of being abundant
ABUNDANTLY,   ABUNDANTin great quantity [adv]
ACADEMICAL,   related to learningalso ACADEMIC [adj ACADEMICALLY] / a college student or teacher [n -S]
ACADEMISMS,   ACADEMISMthe doctrines of the Academic philosophy [n]
ACADEMISTS,   ACADEMISTa person belonging to an academy or society [n]
ACALCULIAS,   ACALCULIAan inability to do simple mathematical calculations
ACALEPHANS,   ACALEPHANany cnidarian (a jellyfish)
ACANACEOUS,   bearing prickles or thorns [adj]
ACANTHUSES,   ACANTHUSa prickly plant with toothed leaves
ACARICIDAL,   relating to an acaricidea substance that kills mites and ticks [adj]
ACARICIDES,   ACARICIDEa substance that kills mites and ticks [n]
ACARIDEANS,   ACARIDEANa mite or tick
ACARIDIANS,   ACARIDIANa mite or tick
ACAROPHILY,   the symbiotic association of plants with mites [n ACAROPHILIES]
ACARPELOUS,   (US) having no carpelsalso ACARPELLOUS [adj]
ACATALEPSY,   the sceptic doctrine that knowledge cannot be certain [n ACATALEPSIES]
ACATHISIAS,   ACATHISIAa psychological condition characterised by agitation and a frequent desire to alter the posture
ACCEDENCES,   ACCEDENCEthe act of acceding [n]
ACCELERANT,   an accelerating agent [n -S]
ACCELERATE,   to bring about at an earlier time [v ACCELERATEDACCELERATING
ACCENSIONS,   ACCENSIONthe act of kindling or the state of being kindled [n]
ACCENTLESS,   without an accent [adj]
ACCENTUATE,   to emphasize [v ACCENTUATEDACCENTUATING
ACCEPTABLE,   that can be accepted [adj ACCEPTABLY]
ACCEPTABLY,   ACCEPTABLEthat can be accepted [adv]
ACCEPTANCE,   the act of acceptingalso ACCEPTANCY [n -S]
ACCEPTANCY,   the act of acceptingalso ACCEPTANCE [n ACCEPTANCIES]
ACCEPTANTS,   ACCEPTANTone who accepts [n]
ACCEPTEDLY,   ACCEPTEDACCEPT
ACCESSIBLE,   able to be accessed [adj ACCESSIBLY]
ACCESSIBLY,   ACCESSIBLEable to be accessed [adv]
ACCESSIONS,   ACCESSIONto record the addition of (a book etc.) to a library [v]
ACCESSORII,   ACCESSORIUSa muscle or nerve that has an augmenting action [n]
ACCIDENCES,   ACCIDENCEthe science of inflections in grammar [n]
ACCIDENTAL,   by accident [adj ACCIDENTALLY] / a nonessential property [n -S]
ACCIDENTED,   unevenvaried [adj]
ACCIDENTLY,   by chance [adv]
ACCIPITERS,   ACCIPITER(Latin) a bird belonging to the Accipiter genus of hawks [n]
ACCIPITRAL,   like an accipitera bird belonging to the Accipiter genus of hawks [adj]
ACCLAIMERS,   ACCLAIMERone who acclaims [n]
ACCLAIMING,   ACCLAIMto shout approval of [v]
ACCLIMATED,   ACCLIMATE(US) to habituate to a climate not native
ACCLIMATES,   ACCLIMATE(US) to habituate to a climate not native
ACCOASTING,   ACCOASTto lie or sail along the coast or side of; to accost [v]
ACCOLADING,   ACCOLADEto give an accolade [v]
ACCOMPLICE,   one associated with another esp. in wrongdoingalso COMPLICE [n -S]
ACCOMPLISH,   to bring about (a result) by effortalso COMPLISH [v -ED
ACCOMPTANT,   an accountantalso ACCOUNTANT [n -S]
ACCOMPTING,   ACCOMPTto explain in detail
ACCORAGING,   ACCORAGE(Spenser) to encourage [v]
ACCORDABLE,   agreeing [adj]
ACCORDANCE,   agreementalso ACCORDANCY [n -S]
ACCORDANCY,   accordancealso ACCORDANCE [n ACCORDANCIES]
ACCORDIONS,   ACCORDIONa musical instrument played by squeezing [n]
ACCOSTABLE,   approachable; affable [adj]
ACCOUCHEUR,   (French) a male midwife [n -S]
ACCOUNTANT,   one skilled in the practice of accountingalso ACCOMPTANT [n -S]
ACCOUNTING,   the setting upmaintaining and analysing of financial records [n -S]
ACCOURAGED,   ACCOURAGE(Spenser) to encourage
ACCOURAGES,   ACCOURAGE(Spenser) to encourage
ACCOURTING,   ACCOURTto entertain [v]
ACCOUTERED,   ACCOUTER(US) to dress or equip
ACCOUTRING,   ACCOUTREto dress or equip
ACCREDITED,   ACCREDITto accept as true [v]
ACCRESCENT,   growing larger even after flowering [adj]
ACCRETIONS,   ACCRETIONaccumulation; the addition of parts to form a whole [n]
ACCRUEMENT,   the act of accruing [n -S]
ACCUBATION,   the act of reclining while eating [n -S]
ACCULTURAL,   relating to acculturationmodification in a culture by the adoption of outside cultural traits [adj]
ACCUMBENCY,   the state of being accumbent or reclining [n ACCUMBENCIES]
ACCUMULATE,   to gather or pile up esp. little by little [v ACCUMULATEDACCUMULATING
ACCURACIES,   ACCURACYexactness [n]
ACCURATELY,   ACCURATEfree from error [adv]
ACCURSEDLY,   ACCURSEDACCURSE
ACCUSATION,   the act of accusing [n -S]
ACCUSATIVE,   accusing [adj ACCUSATIVELY] / a case indicating the direct object of a verb [n -S]
ACCUSATORY,   containing or expressing accusation [adj]
ACCUSEMENT,   (Spenser) an accusation [n -S]
ACCUSINGLY,   ACCUSINGexpressing accusation [adv]
ACCUSTOMED,   ACCUSTOMto make familiar [v]
ACEPHALOUS,   lacking a head or a leader; lacking the first syllable or foot (of a hexameter) [adj]
ACERACEOUS,   relating to a plant of the maple family [adj]
ACERBATING,   ACERBATEto embitter
ACERBITIES,   ACERBITYsourness [n]
ACERVATELY,   ACERVATEheaped [adv]
ACERVATION,   the action of heaping up; an accumulation [n -S]
ACESCENCES,   ACESCENCEthe act of turning sour
ACETABULAR,   cup-shaped; saucer-shaped [adj]
ACETABULUM,   (Latin) a cuplike hollow on the hipbone to receive the thighbone [n ACETABULA or ACETABULUMS]
ACETAMIDES,   ACETAMIDEa white crystalline solid
ACETANILID,   a white crystalline compound derived from aniline and acetic acidalso ACETANILIDE [n -S]
ACETIFIERS,   ACETIFIERan agent that acetifies
ACETIFYING,   ACETIFYto convert to vinegar [v]
ACETOMETER,   a device for measuring the concentration of acetic acid in a solutionesp. in vinegar [n -S]
ACETONEMIA,   an abnormal increase of ketone bodies in the bloodalso ACETONAEMIA [n -S]
ACETONURIA,   the presence of acetone in the urine [n -S]
ACETYLATED,   ACETYLATEto introduce the acetyl radical into (a compound) [v]
ACETYLATES,   ACETYLATEto introduce the acetyl radical into (a compound) [v]
ACETYLENES,   ACETYLENEa colourless toxic inflammable gas formed by the action of water on calcium carbide
ACETYLENIC,   of or like acetylenea colourless toxic inflammable gas formed by the action of water on calcium carbide [adj]
ACETYLIDES,   ACETYLIDEany of a class of carbides in which the carbon is present as a diatomic divalent ion [n]
ACHAENIUMS,   ACHAENIUMa small one-seeded fruit; a naked seed
ACHALASIAS,   ACHALASIA(Greek) failure of the muscles of the lower part of the oesophagus to relax
ACHIEVABLE,   that can be achieved [adj]
ACHINESSES,   ACHINESSthe state of having aches [n]
ACHONDRITE,   a stony meteorite without rounded grains [n -S]
ACHROMATIC,   free from colour; transmitting light without decomposing it into its constituent colours [adj ACHROMATICALLY]
ACHROMATIN,   tissue which is not stained by fluid dyes [n -S]
ACICLOVIRS,   ACICLOVIRa drug used in the treatment of forms of herpes and of HIV
ACICULATED,   marked as if with needle scratchesalso ACICULATE [adj]
ACIDICALLY,   ACIDICsour
ACIDIFIERS,   ACIDIFIERan agent that acidifies [n]
ACIDIFYING,   ACIDIFYto render acid [v]
ACIDIMETER,   an instrument for measuring concentration of acidsalso ACIDOMETER [n -S]
ACIDIMETRY,   the measurement of the strength of acids [n ACIDIMETRIES]
ACIDNESSES,   ACIDNESSacidity; sourness [n]
ACIDOMETER,   a type of hydrometer for measuring the relative density of an acid solutionesp. the acid in a battery
ACIDOPHILE,   a substancetissue or organism that stains readily with acid stains
ACIDOPHILS,   ACIDOPHILa substance
ACIDULATED,   ACIDULATEto make acidulous [v]
ACIDULATES,   ACIDULATEto make acidulous [v]
ACIERATING,   ACIERATEto turn into steel [v]
ACIERATION,   the process of turning into steel [n -S]
ACINACEOUS,   full of kernels [adj]
ACOELOMATE,   an animal that lacks a coelomfor example platyhelminths (flatworms) [n -S]
ACOLOUTHIC,   pertaining to an afterimage or other aftersensationalso ACOLUTHIC [adj]
ACOLOUTHOS,   (historical) the head of the Varangian guard of the Byzantine emperorsalso AKOLOUTHOS
ACONITINES,   ACONITINEa poisonous alkaloid obtained from aconite [n]
ACOTYLEDON,   a plant without differentiated seed lobes [n -S]
ACOUSTICAL,   relating to the science of soundalso ACOUSTIC [adj ACOUSTICALLY]
ACQUAINTED,   ACQUAINTto cause to know [v]
ACQUIESCED,   ACQUIESCEto agree
ACQUIESCES,   ACQUIESCEto agree
ACQUIRABLE,   able to be acquired [adj]
ACQUISITOR,   one who makes an acquisition [n -S]
ACQUITMENT,   (obsolete) acquittal [n -S]
ACQUITTALS,   ACQUITTALthe act of acquitting [n]
ACQUITTERS,   ACQUITTERone who acquits [n]
ACQUITTING,   ACQUITto free from a charge [v]
ACRIDITIES,   ACRIDITYthe state of being acrid [n]
ACRIFLAVIN,   an antisepticalso ACRIFLAVINE [n -S]
ACRIMONIES,   ACRIMONYbitterness of feeling [n]
ACRITARCHS,   ACRITARCHany of a group of fossil one-celled marine organisms [n]
ACROAMATIC,   abstruseesoteric
ACROBATICS,   the artperformance
ACROBATISM,   the art of the acrobat [n -S]
ACROGENOUS,   like or relating to an acrogena cryptogam with a distinct permanent stem [adj ACROGENOUSLY]
ACROLITHIC,   pertaining toor like
ACROMEGALY,   a glandular disorder causing gigantism of extremities [n ACROMEGALIES]
ACRONYCHAL,   occurring at nightfall or sunset (esp. of the rising or setting of stars)also ACRONIC
ACRONYMOUS,   of or like an acronyma word formed from the initial letters of other words [adj]
ACROPHOBES,   ACROPHOBEsomeone with an abnormal fear of heights [n]
ACROPHOBIA,   fear of heights [n -S]
ACROPHOBIC,   suffering from acrophobiafear of heights [adj] / one suffering from acrophobia [n -S]
ACROPHONIC,   relating to acrophonythe use of a word starting with a letter of the alphabet as the name of the letter
ACROSPIRES,   ACROSPIREthe first real shoot developing in a germinating grain seed [n]
ACROSTICAL,   pertaining toor characterized by
ACROTERIAL,   pertaining to an acroterium; asacroterial ornaments [adj]
ACROTERION,   a pedestal or ornament at the angle of a pedimentalso ACROTER
ACROTERIUM,   a pedestal or ornament at the angle of a pedimentalso ACROTER
ACRYLAMIDE,   an amide used in the manufacture of synthetic textile fibers [n -S]
ACTABILITY,   the ability to be acted [n ACTABILITIES]
ACTINIFORM,   having a radiate formlike a starfish [adj]
ACTINOLITE,   a bright green variety of amphibole [n -S]
ACTINOMERE,   one of any opposite symmetrical or homotypic parts in animals and plants [n -S]
ACTINOPODS,   ACTINOPODany protozoan of the phylum Actinopoda
ACTINOZOAN,   any of a class of marine coelenterates [n -S]
ACTIONABLE,   that can be actioned [adj ACTIONABLY]
ACTIONABLY,   ACTIONABLEthat can be actioned [adv]
ACTIONISTS,   ACTIONISTa shareholder in a joint-stock company [n]
ACTIONLESS,   marked by inaction [adj]
ACTIVATING,   ACTIVATEto set in motion [v]
ACTIVATION,   the act of activating [n -S]
ACTIVATORS,   ACTIVATORone who activates [n]
ACTIVENESS,   the quality of being active [n -ES]
ACTIVISING,   ACTIVISEto activate
ACTIVISTIC,   relating to activism [adj]
ACTIVITIES,   ACTIVITYthe state of being active [n]
ACTIVIZING,   ACTIVIZEto activate
ACTOMYOSIN,   a protein found in skeletal muscle [n -S]
ACTORLIEST,   ACTORLYin the manner of an actor [adj]
ACTRESSIER,   ACTRESSYlike an actress [adj]
ACTUALISED,   ACTUALISEto make actual
ACTUALISES,   ACTUALISEto make actual
ACTUALISTS,   ACTUALISTa person who deals with or considers actual facts [n]
ACTUALITES,   ACTUALITE(French) the real state of affairs [n]
ACTUALIZED,   ACTUALIZEto make actual
ACTUALIZES,   ACTUALIZEto make actual
ACTUATIONS,   ACTUATIONa bringing into action; an effecting [n]
ACUMINATED,   ACUMINATEto sharpen [v]
ACUMINATES,   ACUMINATEto sharpen [v]
ACYCLOVIRS,   ACYCLOVIRa drug used in the treatment of herpes and HIV
ACYLATIONS,   ACYLATIONthe act of forming an acylate [n]
ADACTYLOUS,   lacking fingers or claws [adj]
ADAMANCIES,   ADAMANCYunyielding hardness
ADAMANTEAN,   (Milton) of adamant; hard as adamantalso ADAMANTINE [adj]
ADAMANTINE,   of adamant; hard as adamantalso ADAMANTEAN [adj]
ADAPTATION,   the act of adaptingalso ADAPTION [n -S]
ADAPTATIVE,   adaptive [adj]
ADAPTIVELY,   ADAPTIVEable to be adapted [adv]
ADAPTIVITY,   the quality of being adaptive [n ADAPTIVITIES]
ADAPTOGENS,   ADAPTOGENany of various natural substances used in herbal medicine as regulators [n]
ADDERBEADS,   ADDERBEADa prehistoric ornamental bead
ADDERSTONE,   a prehistoric spindle-whorl or beadonce thought to be due to the agency of adders
ADDERWORTS,   ADDERWORTthe common bistort
ADDICTIONS,   ADDICTIONthe state of being addicted [n]
ADDITAMENT,   a thing added or appended; a heraldic ornament [n -S]
ADDITIONAL,   existing by way of addition [adj ADDITIONALLY]
ADDITIVELY,   ADDITIVEin addition [adv]
ADDITIVITY,   the quality of being additive [n ADDITIVITIES]
ADDLEMENTS,   ADDLEMENTthe state of being addled [n]
ADDLEPATED,   muddleheaded [adj]
ADDRESSEES,   ADDRESSEEone who is addressed [n]
ADDRESSERS,   ADDRESSERone who addresses
ADDRESSING,   the act of speaking to [n -S]
ADDRESSORS,   ADDRESSORone who addresses
ADDUCEABLE,   that can be adduced [adj]
ADDUCTIONS,   ADDUCTIONthe act of adducing or bringing forward [n]
ADELANTADO,   (Spanish) a governor of a province; a commander [n -S]
ADEMPTIONS,   ADEMPTIONthe revoking by testator
ADENECTOMY,   the surgical removal of the adenoidsalso ADENOIDECTOMY [n ADENECTOMIES]
ADENITISES,   ADENITISinflammation of glands [n]
ADENOPATHY,   enlargement of the lymph nodes [n ADENOPATHIES]
ADENOSINES,   ADENOSINEa nucleotide made up of adenine and ribose [n]
ADENOVIRAL,   relating to an adenovirus [adj]
ADENOVIRUS,   any of a group of viruses that attack the upper respiratory tract [n -ES]
ADENYLATES,   ADENYLATEan enzyme with key regulatory roles in cells
ADEQUACIES,   ADEQUACYthe state of sufficiency [n]
ADEQUATELY,   ADEQUATEsufficient [adv]
ADEQUATIVE,   tending to be or make adequate [adj]
ADHERENCES,   ADHERENCEthe state of adhering [n]
ADHERENTLY,   ADHERENTsticking
ADHESIONAL,   relating to adhesion [adj]
ADHESIVELY,   ADHESIVEsticking [adv]
ADHIBITING,   ADHIBITto attach; to administer
ADHIBITION,   the act of adhibiting; application; use [n -S]
ADIABATICS,   ADIABATICa curve on a graph relating to an adiabatic process
ADIACTINIC,   denoting a substance that does not transmit radiation affecting photochemically sensitive materialssuch as a safelight in a photographic darkroom [adj]
ADIAPHORON,   a tenet or belief on which a theological system is indifferent [n ADIAPHORA]
ADIPOCERES,   ADIPOCERE(Latin) a fatty substance occurring in corpses left in moist areas [n]
ADIPOCYTES,   ADIPOCYTEa fat cell [n]
ADJACENCES,   ADJACENCEthe state of being adjacent or contiguous
ADJACENTLY,   ADJACENTnext to [adv]
ADJECTIVAL,   using many adjectives [adj ADJECTIVALLY]
ADJECTIVES,   ADJECTIVEa word added to a noun to qualify it [n]
ADJOURNING,   ADJOURNto suspend until a later time [v]
ADJUDGMENT,   the act of adjudgingalso ADJUDGEMENT [n -S]
ADJUDICATE,   to settle judicially [v ADJUDICATEDADJUDICATING
ADJUNCTION,   the act of joining; the thing joined or added [n -S]
ADJUNCTIVE,   joining; forming an adjunct [adj ADJUNCTIVELY]
ADJURATION,   the act of adjuring; a solemn charging on oathor under the penalty of a curse [n -S]
ADJURATORY,   containing an adjuration [adj]
ADJUSTABLE,   that can be adjusted [adj ADJUSTABLY]
ADJUSTABLY,   ADJUSTABLEthat can be adjusted [adv]
ADJUSTMENT,   the act of adjusting [n -S]
ADMEASURED,   ADMEASUREto measure [v]
ADMEASURES,   ADMEASUREto measure [v]
ADMINICLES,   ADMINICLEthat which supports or aids
ADMINISTER,   to manage or supervise the executionuse
ADMIRANCES,   ADMIRANCE(Spenser) admiration
ADMIRATION,   delighted or astonished approbationalso ADMIRANCE
ADMIRATIVE,   (archaic) relating to or expressing admiration [adj]
ADMIRAUNCE,   (Spenser) admirationalso ADMIRANCE
ADMIRINGLY,   ADMIRINGADMIRE
ADMISSIBLE,   that can be admittedalso ADMITTABLE [adj]
ADMISSIONS,   ADMISSIONthe act of admitting [n]
ADMITTABLE,   that can be admittedalso ADMISSIBLE [adj]
ADMITTANCE,   the act of admitting [n -S]
ADMITTEDLY,   granting that [adv]
ADMIXTURES,   ADMIXTUREthe action of mixing [n]
ADMONISHED,   ADMONISHto reprove mildly [v]
ADMONISHER,   one who admonishes [n -S]
ADMONISHES,   ADMONISHto reprove mildly [v]
ADMONITION,   gentle or friendly reproof [n -S]
ADMONITIVE,   of or like an admonitionalso ADMONITORY [adj]
ADMONITORS,   ADMONITORan admonisher; a monitor [n]
ADMONITORY,   warningalso ADMONITIVE [adj ADMONITORILY]
ADNOMINALS,   ADNOMINALa word attached to a noun [n]
ADOLESCENT,   in the state of adolescence [adj ADOLESCENTLY] / one of adolescent age [n -S]
ADOPTIVELY,   ADOPTIVEdue to adoption; having the specified familial relation by adoption [adv]
ADORATIONS,   ADORATIONthe act of adoring [n]
ADORNMENTS,   ADORNMENTthe act of adorning [n]
ADPRESSING,   ADPRESSto press together
ADRENALINE,   a hormone secreted by the adrenal glandsalso ADRENALIN [n -S]
ADRENALINS,   ADRENALINa hormone secreted by the adrenal glands
ADRENERGIC,   released or activated by adrenalin [adj ADRENERGICALLY]
ADRIAMYCIN,   a trade name of the anticancer drug doxorubicin [n -S]
ADROITNESS,   the quality of being adroit [n -ES]
ADSORBABLE,   that can be adsorbed [adj]
ADSORBATES,   ADSORBATEa substance or molecules adsorbed [n]
ADSORBENTS,   ADSORBENTa substance that adsorbs [n]
ADSORPTION,   the adhering of atoms or molecules of gasesliquids
ADSORPTIVE,   relating to adsorption [adj]
ADULATIONS,   ADULATIONthe act of adulating [n]
ADULTERANT,   that which is used to adulterate anything [n -S]
ADULTERATE,   to make impure by the addition of a foreign substance [v ADULTERATEDADULTERATING
ADULTERERS,   ADULTERERone who commits adultery [n]
ADULTERESS,   a female adultereralso ADULTRESS [n -ES]
ADULTERIES,   ADULTERYvoluntary sexual intercourse between a married person and someone other than his or her spouse [n]
ADULTERINE,   an offspring of adultery [n -S]
ADULTERISE,   (archaic) to commit adulteryalso ADULTERIZE [v ADULTERISED
ADULTERIZE,   (archaic) to commit adultery [v ADULTERIZEDADULTERIZING
ADULTEROUS,   relating tocharacterized by
ADULTHOODS,   ADULTHOODthe state of being an adult [n]
ADUMBRATED,   ADUMBRATEto foreshadow vaguely
ADUMBRATES,   ADUMBRATEto foreshadow vaguely
ADUNCITIES,   ADUNCITYstate of being hooked [n]
ADVANTAGED,   ADVANTAGEto confer an advantage
ADVANTAGES,   ADVANTAGEto confer an advantage
ADVECTIONS,   ADVECTIONthe horizontal movement of air [n]
ADVENTITIA,   the outermost covering of an organ or partesp. of a blood vessel [n -S]
ADVENTIVES,   ADVENTIVEa thing or person coming from outside [n]
ADVENTURED,   ADVENTUREto risk
ADVENTURER,   one who adventures [n -S]
ADVENTURES,   ADVENTUREto risk
ADVERBIALS,   ADVERBIALan adverbial phrase [n]
ADVERSARIA,   miscellaneous notes; commonplace books [n]
ADVERTENCE,   the act of advertingof the quality of being advertent
ADVERTENCY,   the act of advertingof the quality of being advertent
ADVERTISED,   ADVERTISEto draw attention to (a product
ADVERTISER,   one who advertisesalso ADVERTIZER [n -S]
ADVERTISES,   ADVERTISEto draw attention to (a product
ADVERTIZED,   ADVERTIZEto draw attention to (a product
ADVERTIZER,   one who advertisesalso ADVERTISER [n -S]
ADVERTIZES,   ADVERTIZEto draw attention to (a product
ADVISATORY,   having the attribute of advisingalso ADVISORY [adj]
ADVISEMENT,   counsel; advicealso AVISEMENT
ADVISORATE,   the body of advisors appointed by an education authority [n -S]
ADVISORIES,   ADVISORYa report giving information [n]
ADVOCACIES,   ADVOCACYthe function of an advocate [n]
ADVOCATING,   ADVOCATEto plead in favour of [v]
ADVOCATION,   the act of advocating or pleadingalso ADVOCACY [n -S]
ADVOCATIVE,   relating to the function of an advocate [adj]
ADVOCATORS,   ADVOCATORone who advocates [n]
ADVOCATORY,   of or pertaining to an advocate [adj]
